"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Houlihan Lokey Inc","0.02","EQUITY","-","-","2015-12-31","140039","-10482","-","4887361","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Lannett Co Inc","0.02","EQUITY","-","-","2017-06-30","236679","236679","-","4828252","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"AMAG Pharmaceuticals Inc","0.02","EQUITY","-","-","2017-06-30","262112","262112","-","4822861","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tetra Technologies Inc","0.02","EQUITY","-","-","2011-06-30","1656420","24158","-","4621412","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Titan International Inc","0.02","EQUITY","-","-","2012-12-31","379229","49754","-","4554540","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Celldex Therapeutics Inc","0.02","EQUITY","-","-","2013-09-30","1803351","45152","-","4454277","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"NRG Yield Inc","0.02","EQUITY","-","-","2017-06-30","258686","258686","-","4413183","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"American Railcar Industries Inc","0.02","EQUITY","-","-","2016-03-31","114100","-4360","-","4370030","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Okta Inc A","0.02","EQUITY","-","-","2017-04-30","189294","105826","-","4315903","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Synchronoss Technologies Inc","0.02","EQUITY","-","-","2017-06-30","260131","260131","-","4279155","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Syntel Inc","0.02","EQUITY","-","-","2017-06-30","250219","250219","-","4243714","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Bridgepoint Education Inc","0.02","EQUITY","-","-","2012-12-31","284833","4153","-","4204135","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Floor & Decor Holdings Inc","0.02","EQUITY","-","-","2017-04-30","105256","39768","-","4132351","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Warrior Met Coal Inc","0.02","EQUITY","-","-","2017-04-30","239918","117810","-","4109795","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Resolute Forest Products Inc","0.01","EQUITY","-","-","2011-06-30","902012","13005","-","3968853","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Presidio Inc","0.01","EQUITY","-","-","2017-06-30","272073","272073","-","3893365","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Altisource Portfolio Solutions SA","0.01","EQUITY","-","-","2016-12-31","169508","11833","-","3698665","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Flotek Industries Inc","0.01","EQUITY","-","-","2017-06-30","406818","406818","-","3636953","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tellurian Inc","0.01","EQUITY","-","-","2017-06-30","361814","361814","-","3628994","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Smart & Final Stores Inc","0.01","EQUITY","-","-","2014-12-31","395726","5677","-","3601107","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Zumiez Inc","0.01","EQUITY","-","-","2015-12-31","288319","4191","-","3560740","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"National CineMedia Inc","0.01","EQUITY","-","-","2017-06-30","470842","470842","-","3493648","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Speedway Motorsports Inc","0.01","EQUITY","-","-","2003-12-31","189785","2756","-","3467372","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Rush Enterprises Inc Class B","0.01","EQUITY","-","-","2013-06-30","94530","0","-","3441837","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"KKR Real Estate Finance Trust Inc","0.01","EQUITY","-","-","2017-05-31","156124","77085","-","3356666","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"NCS Multistage Holdings Inc","0.01","EQUITY","-","-","2017-04-30","130316","124556","-","3281357","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Cloudera Inc","0.01","EQUITY","-","-","2017-04-30","194960","97553","-","3123259","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Armstrong Flooring Inc","0.01","EQUITY","-","-","2016-04-30","172144","5102","-","3093428","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"American Renal Associates Holdings Inc","0.01","EQUITY","-","-","2017-03-31","163088","83112","-","3025282","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Lands' End Inc","0.01","EQUITY","-","-","2014-04-30","197061","2883","-","2936209","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"EZCORP Inc","0.01","EQUITY","-","-","2012-06-30","378979","5423","-","2918138","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sears Holdings Corp","0.01","EQUITY","-","-","2014-09-30","320379","-90411","-","2838558","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sonus Networks Inc","0.01","EQUITY","-","-","2016-12-31","371546","5304","-","2764302","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Clear Channel Outdoor Holdings Inc","0.01","EQUITY","-","-","2012-12-31","550397","7963","-","2669425","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Associated Capital Group Inc Shs -A","0.01","EQUITY","-","-","2016-03-31","75330","29187","-","2561220","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Canadian Imperial Bank of Commerce","0.01","EQUITY","-","-","2017-06-30","30387","-452448","-","2466239","-","-","-","-","-","-","-","-","-","-","-","CAD","-","-","-","-","-","-"
"Forterra Inc","0.01","EQUITY","-","-","2016-12-31","295752","4280","-","2434039","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ashford Hospitality Prime Inc","0.01","EQUITY","-","-","2013-12-31","226743","-210273","-","2333185","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"WideOpenWest Inc","0.01","EQUITY","-","-","2017-05-31","133902","21495","-","2329895","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Alteryx Inc A","0.01","EQUITY","-","-","2017-06-30","112337","112337","-","2192818","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tejon Ranch Co","0.01","EQUITY","-","-","2017-06-30","106000","106000","-","2187840","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"EP Energy Corp A","0.01","EQUITY","-","-","2014-03-31","596096","8471","-","2181711","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"GAMCO Investors Inc","0.01","EQUITY","-","-","2015-12-31","72090","1016","-","2133864","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Vitamin Shoppe Inc","0.01","EQUITY","-","-","2015-12-31","178179","-183061","-","2075785","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Greif Inc Class B","0.01","EQUITY","-","-","2015-12-31","31051","154","-","1875480","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Systemax Inc","0.01","EQUITY","-","-","2010-12-31","98156","1397","-","1845333","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ocwen Financial Corp","0.01","EQUITY","-","-","2017-06-30","652264","652264","-","1754590","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Yext Inc","0.01","EQUITY","-","-","2017-04-30","127935","62982","-","1705374","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Harmonic Inc","0.01","EQUITY","-","-","2011-12-31","298096","4191","-","1565004","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Vera Bradley Inc","0.01","EQUITY","-","-","2015-06-30","149260","-149839","-","1459763","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tesco Corp","0.01","EQUITY","-","-","2012-12-31","314199","-353585","-","1398186","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"NantKwest Inc","0.01","EQUITY","-","-","2015-12-31","184156","-189786","-","1397744","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Bristow Group Inc","0","EQUITY","-","-","2003-12-31","171066","-177080","-","1308655","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Intelsat SA","0","EQUITY","-","-","2014-03-31","277695","3937","-","849747","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Appian Corp A","0","EQUITY","-","-","2017-06-30","46731","46731","-","848168","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Blue Apron Holdings Inc Class A","0","EQUITY","-","-","2017-06-30","37133","37133","-","346822","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Roadrunner Transportation Systems Inc","0","EQUITY","-","-","2016-12-31","27","-235963","-","196","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
